order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales_$,quantity,profit_$
CA-2018-127166,5/21/2018,5/23/2018,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Houston,Texas,77070,Central,OFF-EN-10003134,Office Supplies,Envelopes,Staples,56,6,21
CA-2018-143840,5/22/2018,5/29/2018,Standard Class,EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,35601,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,136,2,34
US-2018-105767,5/23/2018,5/27/2018,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3,2,-3
CA-2018-138513,5/23/2018,5/27/2018,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Bellevue,Washington,98006,West,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,13,2,6
US-2018-135881,5/23/2018,5/27/2018,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,18,5,6
US-2018-130379,5/25/2018,5/29/2018,Standard Class,JL-15235,Janet Lee,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,76,2,-166
CA-2018-100391,5/25/2018,5/29/2018,Standard Class,BW-11065,Barry Weirich,Consumer,United States,New York City,New York,10035,East,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,15,2,7
CA-2018-156349,5/26/2018,5/30/2018,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008,West,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,291,2,27
CA-2018-158029,5/26/2018,5/30/2018,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225,2,23
CA-2018-129574,5/26/2018,5/29/2018,First Class,Dp-13240,Dean percer,Home Office,United States,Murray,Utah,84107,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",48,5,23
CA-2018-144029,5/26/2018,5/31/2018,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",103,3,8
CA-2018-124429,5/27/2018,5/27/2018,Same Day,MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,567,10,-28
CA-2018-139192,5/27/2018,1/6/2018,Second Class,LC-16885,Lena Creighton,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,"1,114.00",12,125
US-2018-117058,5/27/2018,5/30/2018,First Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,17,6,-31
CA-2018-135993,5/28/2018,2/6/2018,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,Seattle,Washington,98115,West,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,57,6,6
CA-2018-108861,5/28/2018,1/6/2018,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",137,4,51
CA-2018-146885,5/30/2018,5/6/2018,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Richmond,Virginia,23223,South,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",14,3,6
CA-2018-145800,5/30/2018,5/6/2018,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Buffalo Grove,Illinois,60089,Central,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,355,3,-185
CA-2018-105872,5/30/2018,6/6/2018,Standard Class,JG-15160,James Galang,Consumer,United States,New York City,New York,10024,East,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,70,4,26
CA-2018-103429,5/30/2018,1/6/2018,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",26,2,9
CA-2018-140473,5/30/2018,3/6/2018,Standard Class,MC-17425,Mark Cousins,Corporate,United States,Chicago,Illinois,60623,Central,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,720,3,135
CA-2018-166051,5/31/2018,5/6/2018,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,Jackson,Mississippi,39212,South,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,660,3,198
CA-2018-131926,1/6/2018,6/6/2018,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,"2,002.00",7,581
CA-2018-111003,1/6/2018,6/6/2018,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45,3,21
US-2018-165659,1/6/2018,6/6/2018,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,22,6,9
US-2018-157070,1/6/2018,6/6/2018,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Detroit,Michigan,48234,Central,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,139,4,67
CA-2018-104472,2/6/2018,7/6/2018,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,84057,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,60,3,19
CA-2018-100895,2/6/2018,6/6/2018,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",9,2,3
CA-2018-135657,3/6/2018,7/6/2018,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Seattle,Washington,98115,West,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,516,6,113
CA-2018-141299,3/6/2018,7/6/2018,Second Class,RB-19795,Ross Baird,Home Office,United States,Midland,Michigan,48640,Central,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15,2,7
CA-2018-163867,3/6/2018,6/6/2018,First Class,RE-19450,Richard Eichhorn,Consumer,United States,Decatur,Illinois,62521,Central,OFF-LA-10001771,Office Supplies,Labels,Avery 513,16,4,5
CA-2018-147914,4/6/2018,9/6/2018,Standard Class,MP-17470,Mark Packer,Home Office,United States,Columbus,Ohio,43229,East,OFF-PA-10001685,Office Supplies,Paper,Staples,16,2,6
CA-2018-151946,4/6/2018,9/6/2018,Standard Class,BT-11440,Bobby Trafton,Consumer,United States,New York City,New York,10035,East,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",57,2,21
CA-2018-133270,6/6/2018,9/6/2018,First Class,BM-11785,Bryan Mills,Consumer,United States,Rochester,New York,14609,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,13,2,5
CA-2018-159520,6/6/2018,11/6/2018,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,150,9,50
US-2018-161305,6/6/2018,12/6/2018,Standard Class,SB-20170,Sarah Bern,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",25,3,-38
CA-2018-151897,6/6/2018,10/6/2018,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Houston,Texas,77070,Central,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100,10,34
CA-2018-169257,6/6/2018,12/6/2018,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,1,1,-1
US-2018-134971,7/6/2018,10/6/2018,Second Class,BP-11095,Bart Pistole,Corporate,United States,Peoria,Illinois,61604,Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12,3,-21
CA-2018-106229,7/6/2018,11/6/2018,Second Class,NR-18550,Nick Radford,Consumer,United States,Aurora,Illinois,60505,Central,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",269,3,-210
US-2018-141257,8/6/2018,6/14/2018,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",586,3,73
US-2018-109162,8/6/2018,12/6/2018,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Bristol,Tennessee,37620,South,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",170,3,11
CA-2018-108147,8/6/2018,6/13/2018,Standard Class,RD-19480,Rick Duston,Consumer,United States,Long Beach,New York,11561,East,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",68,2,26
CA-2018-115812,9/6/2018,6/14/2018,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",49,7,14
CA-2018-133753,9/6/2018,6/13/2018,Second Class,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,8,1,1
CA-2018-133851,9/6/2018,6/16/2018,Standard Class,CM-12445,Chuck Magee,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10001225,Office Supplies,Supplies,Staples,7,2,-   
CA-2018-132612,9/6/2018,11/6/2018,Second Class,FO-14305,Frank Olsen,Consumer,United States,Harrisonburg,Virginia,22801,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,"1,441.00",7,245
CA-2018-160262,9/6/2018,6/13/2018,Second Class,TS-21205,Thomas Seio,Corporate,United States,North Las Vegas,Nevada,89031,West,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,18,7,5
CA-2018-144281,10/6/2018,6/15/2018,Second Class,HK-14890,Heather Kirkland,Corporate,United States,Detroit,Michigan,48234,Central,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",492,5,241
CA-2018-114643,6/13/2018,6/17/2018,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Los Angeles,California,90032,West,OFF-AR-10003631,Office Supplies,Art,Staples,15,3,5
CA-2018-140487,6/14/2018,6/20/2018,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Detroit,Michigan,48234,Central,FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray",213,3,57
US-2018-141215,6/15/2018,6/21/2018,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207,Central,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",100,2,-19
CA-2018-126963,6/15/2018,6/15/2018,Same Day,PS-18760,Pamela Stobb,Consumer,United States,El Paso,Texas,79907,Central,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,37,2,12
CA-2018-136644,6/16/2018,6/22/2018,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Mishawaka,Indiana,46544,Central,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",648,8,32
CA-2018-113929,6/16/2018,6/21/2018,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,11550,East,OFF-EN-10003286,Office Supplies,Envelopes,Staples,41,5,19
CA-2018-104402,6/17/2018,6/23/2018,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Newark,Delaware,19711,East,TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,66,3,31
CA-2018-144414,6/17/2018,6/21/2018,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,6,3,3
CA-2018-156342,6/17/2018,6/20/2018,Second Class,JF-15415,Jennifer Ferguson,Consumer,United States,Chicago,Illinois,60653,Central,OFF-PA-10001725,Office Supplies,Paper,Xerox 1892,62,2,22
CA-2018-166863,6/20/2018,6/24/2018,Standard Class,SC-20020,Sam Craven,Consumer,United States,Plano,Texas,75023,Central,TEC-PH-10000369,Technology,Phones,HTC One Mini,202,2,20
US-2018-112949,6/20/2018,6/27/2018,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Lawton,Oklahoma,73505,Central,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,472,6,156
US-2018-117135,6/21/2018,6/23/2018,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104,1,15
CA-2018-128146,6/21/2018,6/25/2018,Standard Class,DB-13060,Dave Brooks,Consumer,United States,Lakewood,New Jersey,8701,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,"1,323.00",7,357
CA-2018-141278,6/21/2018,6/24/2018,First Class,RM-19375,Raymond Messe,Consumer,United States,Meriden,Connecticut,6450,East,OFF-AR-10003056,Office Supplies,Art,Newell 341,21,5,6
US-2018-160780,6/21/2018,6/21/2018,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001,West,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11,7,-8
CA-2018-138317,6/21/2018,6/25/2018,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10001539,Office Supplies,Envelopes,Staples,25,4,8
US-2018-130358,6/23/2018,6/26/2018,First Class,DL-13330,Denise Leinenbach,Consumer,United States,Concord,North Carolina,28027,South,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,20,9,2
CA-2018-159814,6/24/2018,6/28/2018,Standard Class,LP-17080,Liz Pelletier,Consumer,United States,Tucson,Arizona,85705,West,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,4,2,1
CA-2018-159338,6/25/2018,6/28/2018,First Class,NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,90049,West,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,448,5,11
CA-2018-164469,6/25/2018,6/27/2018,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301,West,TEC-PH-10002115,Technology,Phones,Plantronics 81402,264,5,20
CA-2018-104283,6/27/2018,1/7/2018,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",306,5,
CA-2018-140858,6/28/2018,2/7/2018,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,41,8,15
CA-2018-156993,6/28/2018,4/7/2018,Standard Class,RW-19630,Rob Williams,Corporate,United States,Detroit,Michigan,48234,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,6,1,3
CA-2018-165974,6/29/2018,6/7/2018,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",33,7,4
CA-2018-111773,6/29/2018,3/7/2018,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",14,3,5
CA-2018-146640,6/30/2018,5/7/2018,Standard Class,HA-14905,Helen Abelman,Consumer,United States,New York City,New York,10024,East,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,335,7,109
CA-2018-123064,6/30/2018,2/7/2018,First Class,RA-19915,Russell Applegate,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,5,4,2
CA-2018-109218,6/30/2018,3/7/2018,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Los Angeles,California,90004,West,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",32,5,10
CA-2018-116757,6/30/2018,4/7/2018,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77095,Central,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,26,5,9
US-2018-121566,6/30/2018,6/7/2018,Standard Class,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10011,East,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,3,1,1
CA-2018-152254,6/30/2018,6/30/2018,Same Day,BD-11620,Brian DeCherney,Consumer,United States,Wilmington,North Carolina,28403,South,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,311,7,109
CA-2018-153150,1/7/2018,6/7/2018,Second Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,20,5,7
CA-2018-160773,1/7/2018,5/7/2018,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,32725,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,576,2,72
CA-2018-120096,4/7/2018,7/7/2018,First Class,KE-16420,Katrina Edelman,Corporate,United States,Aurora,Colorado,80013,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,178,4,62
CA-2018-138709,4/7/2018,9/7/2018,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Richmond,Virginia,23223,South,OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,22,3,11
US-2018-160444,5/7/2018,5/7/2018,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",221,3,-44
CA-2018-107139,5/7/2018,11/7/2018,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Los Angeles,California,90004,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,181,6,68
CA-2018-152849,5/7/2018,12/7/2018,Standard Class,DW-13195,David Wiener,Corporate,United States,Knoxville,Tennessee,37918,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,4,3,-   
CA-2018-103317,5/7/2018,8/7/2018,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,20,2,5
CA-2018-134278,6/7/2018,8/7/2018,First Class,EP-13915,Emily Phan,Consumer,United States,New York City,New York,10011,East,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,560,1,175
CA-2018-147543,6/7/2018,12/7/2018,Standard Class,BC-11125,Becky Castell,Home Office,United States,El Cajon,California,92020,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,478,2,48
US-2018-138758,7/7/2018,11/7/2018,Standard Class,JL-15835,John Lee,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",172,2,-47
CA-2018-150301,8/7/2018,10/7/2018,First Class,MH-18025,Michelle Huthwaite,Consumer,United States,Buffalo,New York,14215,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",64,1,11
CA-2018-100090,8/7/2018,12/7/2018,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Francisco,California,94122,West,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,502,3,-88
CA-2018-165379,9/7/2018,7/15/2018,Standard Class,BM-11650,Brian Moss,Corporate,United States,Dallas,Texas,75217,Central,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",10,2,4
CA-2018-114125,9/7/2018,7/13/2018,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Los Angeles,California,90049,West,OFF-LA-10004559,Office Supplies,Labels,Avery 49,3,1,1
CA-2018-113271,9/7/2018,7/14/2018,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,94122,West,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,14,6,5
CA-2018-163552,11/7/2018,7/15/2018,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,OFF-PA-10000474,Office Supplies,Paper,Staples,177,5,83
CA-2018-123225,11/7/2018,7/14/2018,First Class,MN-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,79907,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,576,4,43
CA-2018-133305,11/7/2018,7/15/2018,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,New York City,New York,10011,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49,4,23
CA-2018-166555,11/7/2018,7/14/2018,First Class,JK-15205,Jamie Kunitz,Consumer,United States,Niagara Falls,New York,14304,East,TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,165,3,48
CA-2018-129924,12/7/2018,7/17/2018,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,8,2,3
CA-2018-110184,12/7/2018,7/16/2018,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90036,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,250,9,45
CA-2018-124807,12/7/2018,7/15/2018,Second Class,ME-17725,Max Engle,Consumer,United States,Chicago,Illinois,60610,Central,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,36,9,13
CA-2018-161508,12/7/2018,7/16/2018,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,League City,Texas,77573,Central,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,512,3,-15
US-2018-165862,7/13/2018,7/17/2018,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Los Angeles,California,90049,West,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,351,3,4
US-2018-103905,7/14/2018,7/20/2018,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,30,7,-46
US-2018-150532,7/14/2018,7/21/2018,Standard Class,PB-19150,Philip Brown,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,56,5,6
CA-2018-164182,7/14/2018,7/18/2018,Standard Class,ST-20530,Shui Tom,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002070,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,13,1,-2
CA-2018-124464,7/14/2018,7/20/2018,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Newark,Delaware,19711,East,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,39,1,11
CA-2018-109904,7/14/2018,7/17/2018,Second Class,BF-10975,Barbara Fisher,Corporate,United States,New York City,New York,10009,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,18,3,4
CA-2018-115980,7/15/2018,7/19/2018,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Sioux Falls,South Dakota,57103,Central,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,3,3,1
CA-2018-123295,7/18/2018,7/18/2018,Same Day,AH-10120,Adrian Hane,Home Office,United States,Tucson,Arizona,85705,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,259,4,-26
CA-2018-138198,7/18/2018,7/23/2018,Standard Class,JL-15130,Jack Lebron,Consumer,United States,New Rochelle,New York,10801,East,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",14,2,5
US-2018-150434,7/19/2018,7/24/2018,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Bristol,Connecticut,6010,East,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,360,2,94
CA-2018-168158,7/19/2018,7/24/2018,Standard Class,EM-14140,Eugene Moren,Home Office,United States,Great Falls,Montana,59405,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6,2,2
CA-2018-143903,7/20/2018,7/24/2018,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,75217,Central,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,343,3,39
CA-2018-142965,7/20/2018,7/20/2018,Same Day,SW-20245,Scot Wooten,Consumer,United States,Springfield,Ohio,45503,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,26,1,-5
CA-2018-141726,7/20/2018,7/22/2018,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,105,1,50
CA-2018-157546,7/20/2018,7/22/2018,First Class,RD-19720,Roger Demir,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,90,6,30
CA-2018-127866,7/20/2018,7/23/2018,First Class,JD-15895,Jonathan Doherty,Corporate,United States,Riverside,California,92503,West,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",42,2,15
CA-2018-116932,7/21/2018,7/25/2018,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,99,5,26
CA-2018-129189,7/21/2018,7/25/2018,Standard Class,HM-14860,Harry Marie,Corporate,United States,Dallas,Texas,75217,Central,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,5,3,-13
CA-2018-109890,7/21/2018,7/27/2018,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Omaha,Nebraska,68104,Central,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,36,2,10
